tanggal,sentimen
2022-07-15,Lowongan kerja RESMI hanya diumumkan melalui website resmi kami yaitu https://t.co/uNDjnCBBy5 sedangkan panggilan seleksi rekrutmen dari Indofood disampaikan secara resmi melalui telepon dan email tidak dilakukan melalui Whatsapp atau SMS.
2022-07-15,WASPADA! Harap berhati-hati terhadap segala bentuk penipuan yang mengatasnamakan Indofood (PT Indofood Sukses Makmur Tbk dan PT Indofood CBP Sukses Makmur Tbk) dalam hal perekrutan karyawan. #Indofood #WaspadaPenipuan #LowonganKerja #RecruitmentFraudWarning https://t.co/pnP4b2rLao
2022-07-15,Mirae: IHSG Konsolidasi Pantau Rekomendasi ICBP CPIN INDF https://t.co/rdnsyq1mg9
2022-07-16,@Indomielovers @misfeast @yamikillua @bangopang_ @ardibhironx @haenisari @b_ettyx @tempeultra @aipsun @AndryWaseso gausah endorse min kasih aku saham indf aja 100 lot wkwk
2022-07-16,@Indomielovers Pernah berpaling dari Indomie pas rame2 ada mie cedaap tapi gk cukup lama CLBK lagi ama group mie @indofood .
2022-07-16,@swanrebel14 @PSSleman PSS kan kontraknya sama Indofood itungannya bukan nambah sih iklannya yg nambah 
2022-07-16,Lowongan kerja Pabrik Indofood CBP Sukses Makmur Cirebon Halo sobat jobseekers #lokercirebon Untuk info lebih jelasnya bisa cek di website official kami https://t.co/8ade6qHGdq
2022-07-17,@collegemenfess Biasa duit atau produk nder kalo indofood popmie gr biasanya bentuk barangnya tp kalian bisa jual buat tambahan. Teh pucuk kalo mau cari duit ke perusahaan yg ada kating alumni aja
2022-07-17,@FOOD_FESS Enak pokoknya ABC dan Indofood tuh enak. ABC yang extra pedas dong
2022-07-17,@SlemanLoyal1976 @ParmadityaS @PSSleman @indofood @Indomilk @Indomielovers @tiket Makannya kok bandingin ke stream vs BU sementara ini tiket offline 
2022-07-17,@rezaperkusi Kerjasama sareng sponsor pdhl ABC stadium Indofood stadium Atau naon welah brand nu wantun.
2022-07-17,Inilah kenapa saham-saham consumer/bahan baku disebut saham defensif. Karena sejatuh apapun sebuah negara manusia tetap butuh kebutuhan dasar makan. Mie susu tepung jagung dll. $INDF $ULTJ $BISI $ICBP https://t.co/IbXiNvOB7O
2022-07-17,@lmonteaaja punyany sham indofood
2022-07-18,@DAnurilH @PSSleman @indofood @Indomilk @Indomielovers Aku mah mesakke ro slank ono sing nonton po oraaaaa kui‍
2022-07-18,@buruhtwitt @PSSleman @indofood @Indomilk @Indomielovers Tiket launcing e ws ilang
2022-07-18,@PSSleman @indofood @Indomilk @Indomielovers Ono Slank iki
2022-07-18,@PSSleman @indofood @Indomilk @Indomielovers Wes terjual ludes hurung man 
2022-07-18, Seringkali hidup bukan tentang apa yang kamu inginkan tapi apa yang kamu jalankan Diucapkan oleh mbak-mbak berusia 28 tahun sing 5 tahun terakhir HRD nang indofood .. saiki malah resign dan nggarap kuliner UMKM intine ojo gengsi lur! Urip ki pancen sawang sinawang
2022-07-18,pros: standnya paling deket snack bag paling laku (w jual ke org yg kehabisan dibeli) cons: jenis snack dikit utk ukuran indofood ga ada snack ukuran gede cepet abis abis stock ulang jg cepet lg abisnya
2022-07-18,indofood arah jarum jam dr kanan atas 1. chiki twist jagung bakar (kayak cheetos) 2. chiki twist jagung bakar lagi 3. jet z coklat 4. chitato lite (kayak lays) 5. jet z coklat lagi 6. chiki balls kaldu ayam 7. chiki balls kaldu ayam lagi https://t.co/JXv7xUBOZn
2022-07-18,@PSSleman @indofood @Indomilk @Indomielovers mending diceleng i nggo tuku tiket match day 1 tgl 23 
2022-07-18,#CariAlamat #AlamatSemarang Alamat PT Indofood CBP Sukses Makmur Semarang https://t.co/g15N5ohdc8
2022-07-18,@worksfess IT lagi booming Big Data UI/UX dll.... Pangan juga selalu ada Mayora Indofood dll... Pilihlah sesuai minat lu bukan soal lapangan kerja aja.
2022-07-18,@FOOD_FESS Enak tp enakan indofood
2022-07-18,@oazca @silentnhide Ooo kasta ah ni... White supremacy. Tak suka panggilan yang diberi sedara sendiri. Indomi indofood indomilk semua tatabahasa Inggeris....
2022-07-18,-masukin garam totole masing2 1/2 sdm -jangan pake gula kan lagi diet sianyink teh -warna kuahnya harusnya udah merah mantap skrg ada semacam pasir2 dari bumbu indofood dan kacang merahnya -cek kacang merahnya udah empuk blm kalo blm masak lagi sampe cukup empuk -hidangkan
2022-07-18,-kalo udah 20menit dan air udah blubub2 lagi ambil airnya dikit terus siram ke asam jawa -diaduk2 asam jawa sampe larut air asamnya buang bijinya -terus pake saringan diambil air asamnya -masukin bw merah dan tomat -masak lagi 15 menit -masukin bumbu indofood &amp; air asam
2022-07-18,dieting is lame but MSG is fun (and practical) berikut resep sayur kacang merah: bahan: -kacang merah (paketan merk merbabu) -tomat curah 2 bh -asam jawa 3 sdm -bw merah yg gedean 4 biji -garam -totole -indofood racik sayur asem 2 pcs
2022-07-18,@sbmptnfess 400 juta mending masukin INDF gw..
2022-07-18,@TrisnoNovichok @indofood Hai Bapak kami kesulitan mengirimkan DM. Silakan dibuka terlebih dahulu untuk DMnya ya agar keluhannya dapat kami tindaklanjuti. Terimakasih 
2022-07-18,@karirfess Bingung juga. Tp indofood aja yg perusahaan besar dan pelamarnya banyak masih ngasih kabar kalo ngga lolos
2022-07-18,@poyuuuuuu @indofood_cbp Gas langsung DM Kak 
2022-07-18,@poyuuuuuu @indofood_cbp Kalau bungkusnya masih di simpen Indomie bales 
2022-07-18,@usaisudahhh indofood aja
2022-07-18,@poyuuuuuu @indofood_cbp Sini sini DM Indomie siapa tau kelar masalah se skripsi-skripsinya juga deh! 
2022-07-18,@FOOD_FESS Indofood
2022-07-18,@FOOD_FESS Indofood
2022-07-18,@FOOD_FESS ibu pake indofood
2022-07-18,Stock Picks 18 Juli 2022 INDF Spec Buy dengan support di 895 cutloss jika break di bawah 880. Jika tidak break di bawah 895 potensi naik ke 915-930 short term.
2022-07-18,@rizkydiantyy @Indomielovers Bismillah komisaris Indofood 
2022-07-19,@BlueHooligan_33 Dari Indofood kasih 1trilyun utk 10 thn ckckckckck
2022-07-19,INFORMASI RESMI LOWONGAN KERJA PT INDOFOOD CBP TBK TERBARU WILAYAH CIKARANG 2022 https://t.co/0226g2sHd2
2022-07-19,INFO LOWONGAN KERJA RESMI BEKASI TERBARU BULAN JULI 2022 https://t.co/X3DX5OTspc
2022-07-19,LOWONGAN KERJA RESMI 2022 | INFO LOWONGAN KERJA CIANJUR TERBUKA LULUSAN SMA/SMK https://t.co/IRXyyzA7d7
2022-07-19,LOWONGAN KERJA RESMI MAJALENGKA 2022 | INFO LOWONGAN KERJA LULUSAN SMA/SMK TERBARU https://t.co/QUpnHd47yp
2022-07-19,LOWONGAN KERJA RESMI WILAYAH JAKARTA 2022 | INFO LOWONGAN PEKERJAAN PABRIK INDUSTRI INDOFOOD CBP TERBARU TINGKAT SMA/SMK https://t.co/ukY5Vistxm
2022-07-19,LOWONGAN KERJA RESMI 2022 PT INDOFOOD CBP TBK CIREBON TERBARU TINGKAT SMA/SMK https://t.co/ZaWSldSdDF
2022-07-19,LOWONGAN KERJA RESMI DEPOK 2022 | INFO RECRUITMENT CALON KARYAWAN BARU PT INDOFOOD CBP TINGKAT SMA/SMK https://t.co/DGPpd2XIBB
2022-07-19,LOWONGAN KERJA RESMI BANDUNG 2022 | INFO PENERIMAAN CALON KARYAWAN BARU PT INDOFOOD CBP TBK https://t.co/7cmHl5JAQC
2022-07-19,LOWONGAN KERJA RESMI KARAWANG 2022 | INFO PEMBUKAAN PENDAFTRAN CALON KARYAWAN BARU PT INDOFOOD CBP TBK https://t.co/PHg0PW3mVh
2022-07-19,LOWONGAN KERJA RESMI CIKARANG 2022 | INFO LOWONGAN KERJA PT INDOFOOD CBP TERBARU LULUSAN SMA/SMK https://t.co/D9T7EUggo8
2022-07-19,@idextratime Indofood dah berapa lama sponsorin Persib??
2022-07-19,Warkop banget sih indofood garpit jeung kopi abc~
2022-07-19,indofood sambal bangkok enak bgt dahhh
2022-07-19,Harusnya bawah indofood di tambahin indogrosir gan
2022-07-19,LOWONGAN KERJA RESMI 2022 | LOWONGAN KERJA TERBUKA PT INDOFOOD CBP TERBARU LULUSAN SMA/SMK https://t.co/nlyR4no1lZ
2022-07-19,@PSSleman @Indomielovers @indofood @Indomilk Sampai bertemu di matchday pembuka man semoga acara mu sukses man
2022-07-19,@FOODFESS2 Eskrimnya indofood itu? Dijual dmn ya? Gapernah liat tapi emang aku tinggalnya di pelosok sih
2022-07-19,Bawah indofood ada sponsor lagi
2022-07-19,@maliikedgar @adhialves @Jerseyforum @JerseyLigina Gini coy sponsor yang ilang itu semua under Northstar. Artinya mau sponsornya 1 atau 12 sebenernya budget yang masuk mah sama aja di era ISL kalo situ tau itu sister company nya ada hampir 20 wkwk makin sini makin dikurangin yang satu atap sampe sekarang sisa Indofood Envi
2022-07-19,@persib Harum indofood
2022-07-19,@me_Atto @masahmadddd @persib pan nu boga persib teh indofood matak dipayun ge
2022-07-19,@_Agusyusufmlna muhun a tapi indofood pasti ageung pisan dana na matak eta hungkul dipayun hahaha
2022-07-19,asli eta jersey persib ngan indofood hungkul payun na? keren atuh
2022-07-19,@Miqdad_FadhilM @kamalfauz Teu siga reklame teuing berarti Indofood udah berani spend besar buat Persib
2022-07-19,Dulu saya sempet jelek jelekin Jersey Persib bilangnya Persib mainnya jelek gara gara bajunya keberatan sponsor . Sekarang sponsor depannya Indofood doang Yaelah asa sepi kitu @Jerseyforum https://t.co/IcYgS9gmec
2022-07-19,Ini efek socioz atau memang indofood yang jor-joran ya
2022-07-19,@rememberpersib Menggambarkan bandung banget kang aya pabrik indofood di Caringin Padalarang
2022-07-19,@indofood_eskrim kak distrik pekalongan kantornya d mana y
2022-07-19,@persib Ajib lah... Hiji ge MAUNG eh hiji ge mahal pasti tah @indofood
2022-07-19,@persib @indofood lambang makanan bermutu @Indomielovers selerakuuuuuu ~ Hayu bobotoh jgn lupa makan indomie hari ini https://t.co/l6btEhw3JH
2022-07-19,Kerenn euy jersey persib sponsornyaa indofood doang jadi ga pabalatak teuing.
2022-07-19,Udah makan es krim belum hari ini? Kalau belum cobain es krim Choc Rocks Twist! Es krim lembut dengan topping saus cokelat yang enak bikin harimu makin seru! https://t.co/A2mh4m7IWP
2022-07-19,@BlueHooligan_33 @ajimuharaam Kurang handap teu sih eta indofood na ?
2022-07-19,@Jerseyforum @Fahrul_Rozi_97 @bigbossbing sebenernya berkurang sih kaya permata bank &amp; Mobil udah engga di jersey sebelumnya nempel di bagian depan jadi wajar kayanya skrg tinggal indofood aja
2022-07-19,@PSSleman @indofood @Indomilk @Indomielovers Seng wes kadung tuku tiket pie @PSSleman
2022-07-19,@masahmadddd @persib Mungkin nilai sponsornya berbeda. Indofood wani mayar jang di dada
2022-07-19,@persib Anjayy Sponsor Utama @indofood
2022-07-19,nu leuwih alus jersey ieu Sponsor dada hanya Indofood 
2022-07-19,Loker Terbaru di PT Indofood CBP Sukses Makmur Tbk Divisi Noodle Cabang Medan Juli 2022 https://t.co/npVz077j5f
2022-07-20,@PSSleman AMMAN moga ketularan maine kyo persija Indofood jne wangun dinggo ng jersey SIMPLE tp ttp seng dinggo indomie 
2022-07-20,@FOODFESS2 atom bulan antaka indofood keju
2022-07-20,@FFOODFESS @indofood ayo balikin lagii
2022-07-20,@Hasbil_Lbs Presidennya sdh diutus oleh indofood .nego gandum tp gagal.
2022-07-20,Perwakilan @indofood sukses makmur tbk mengucapkan ; https://t.co/XD6otFyonF
2022-07-20,work! ada yang pernah apply indofood via web? kalo lanjut ke tahap selanjutnya tampilan web nya gimana yaa? tia
2022-07-20,Usaha yang didirikan Bapak Hidayat Hanafi asal Indonesia ini rutin mengimpor dan mendistribusikan puluhan kontainer produk Indonesia sebulan termasuk antara lain produk dari Indofood Wings dan Japfa Comfeed. #IniDiplomasi #RintisKemajuanIndonesia #G20Indonesia https://t.co/woYrc7Vsov
2022-07-20,Elit jawa yg waras cuma 2 Amien rais &amp; sri sultan jogja Sisa nya antek2 mafia cina Antek2 mayapada Antek2 wilmar Antek2 indofood Kalian serahin negara ke mereka Kerasa kan akibat nya Dari segi ekonomi ancur Ketentraman sosial keganggu Jangan egois Harus berlapang dada
2022-07-20,Pak Moel apakah punya jabatan baru sebagai Humas Indofood...? #Nalar! https://t.co/QakBmBCG0P
2022-07-20,Indofood Bumbu Racik Sayur Asem 2 pcs cuma 1k https://t.co/Slvyy4m4nQ https://t.co/qkCqYZKbPv
2022-07-20,gimana ni @indofood masa gada bumbunya hiks https://t.co/M31NrOp8YA
2022-07-20,Indofood bumbu rqcik sayur asem dpt 2 https://t.co/AD0SO7b1HV https://t.co/6z2OivE4NQ
2022-07-20,Tiga bersaudara asal Kalasan akan tampil kembali dalam satu laga. Ditopang Busari di lini tengah dan Grandong serta Bagong yang siap merepotkan di sisi flank Sampai jumpa nanti PSS Fans! #PSS #UnityForOurGlory #LaunchingDay #IndofoodxPSS #Indomie #Indofood #RumahIndofood https://t.co/uqLm4kxUHt
2022-07-20,@FOOD_FESS pake saos indofood
2022-07-20,#BalikinChitatolndomie Indofood Hadirkan Lagi Chitato Rasa Mi Goreng https://t.co/C2tK6yxeOG
2022-07-20,#BalikinChitatolndomie Indofood Hadirkan Lagi Chitato Rasa Mi Goreng https://t.co/C2tK6yxMEe via @kabar_tangsel
2022-07-20,@BlueHooligan_33 Tapi jigana ieu ker liga mun ker asia paling eta indofood hungkul
2022-07-20,@WagimanDeep212_ Klo om bieb sdh bisa nih @indofood
2022-07-20,Bumbu Balado https://t.co/Px85ShFWUe Jahe Bubuk https://t.co/vAhqJEntnl Eyecream Whitelab https://t.co/5ovtirgjYA Shampoo Clear Hijab https://t.co/K2fcSNDVDi Moisturizer Somethinc https://t.co/A1YXAkq2Ah Penyedap Indofood Rasa Sapi https://t.co/LEkdDB83Y3
2022-07-21,@mi_SERA_ble_ Yg anak2 citayem pengenin itu kan nongkrong/foto berlatarkan gedung2 tinggi. Gimana caranya daerah selain jkt bikin kaya begitu juga? Emngnya gedung indofood da vinci the plaza dll mau ngebangun di bogor?
2022-07-21,Makan indomie jumbo 2 bungkus setara dengan makan indomie biasa 3 bungkus. Betul tidak min @indofood ? https://t.co/9ytnY1p0qe
2022-07-21,@Jerseyforum @KITmagazine_ @cultkits @Footy_Headlines Sponsor jamaah indofood indomiee ada yg bisa jelasin konsepnya gimana? Diluar negri banyak jg kah sponsor jamaah kaya gini ?
2022-07-21,@idextratime indofood sama Indomie itu beda ya
2022-07-21,@Boediantar4 Kang begal.. jadi sales indofood 
2022-07-21,@worksfess Di perusahaan mana? kalau indofood gajinya gede.
2022-07-21,@nanabeIIe Beda kasta g bisa head to head. Senajan podo2 diproduksi Indofood. 11 12 karo mie gaga kok rasane
2022-07-21,Indofood juga punya kasta dalam mie instan 
2022-07-21,Indomie/Indofood ni buang duit berapa banyak jadi sponsor banyak tim yak
2022-07-21,@worksfess Cek di webnya cari indofood career. Kalo mau coba apply di anak perusahaannya atau cabang-cabangnya. Good luck ya
2022-07-21,@worksfess Aku pernah appky lewat webnya indofood career. Dan ya emang gadapet email si cuma pas liat akunku ada keterangan posisi udah close gitu aja
2022-07-21,@dayatsubhan_ @Indostransfer @psisfcofficial @riors_id Wapik sek indofood noo
2022-07-21,@msaid_didu Kan indofood
2022-07-21,@susipudjiastuti waduuuh ntar ibu di omelin sama indofood bu 
2022-07-21,@registaco gojek tokped dramaojol kukubima kvibes indofood smartfren bank ina pintu eneos adakami alderon. 12 picis seponsor 
2022-07-21,@CNNIndonesia Muldoko nyambi jadi sales Indofood
2022-07-21,Dirut Indofood Menugaskan Beliau Untuk Memberitahu Bahwa Harga Mie Instan Bakal Naik Tak Bisa Dihindari https://t.co/kHIbyUXiQa
2022-07-21,@idextratime Untung indomie klp indofood bkalan susah dibedain dgn persib
2022-07-21,@Boediantar4 Sudah jd JUBIR indofood kah??
2022-07-21,@Boediantar4 Sepertinya Moeldoko HUMAS Indofood
2022-07-21,harga mie kan naik karena efek war yaa indomie pls bgt kata aku mah aku udh pusing war kpop jangan buat aku pusing dengan harga mie yg naik ga ngemie ga idup nihh:(( @indofood indomie soto dan rendang akuuu
2022-07-21,Sakura milik indofood juga termasuk indomie internie sarimie
2022-07-21,@ZAEffendy Kayaknya lebih sebagai sales-nya indofood
2022-07-21,@menangkopi @______kuRNia @garagarabola_ haduhhh ges di ss omongan maneh na sorangan masih ngelak redesign logo atau font sebuah brand itu gabisa seenak jidat tot mereka juga punya sejarah dibalik logo itu. mereka punya prinsip mau kerja sama ayo mau engga juga gpp indofood itu perusahaan besar hampir 80% klub pake
2022-07-21,Soalnya garuda food sudah ada . Seafood sudah ada indofood jamfoodd lama lama
2022-07-21,@florieliciouss @ArgentianaA @dgLewa2011 Padahal sekarang udah milik Indofood juga
2022-07-21,@CNNIndonesia Wah sdh menjabat komisaris ya di indofood
2022-07-21,Harga Mie Instan Bakal Naik Imbas Perang Rusia-Ukraina? Bos Indofood Bilang Begini #Nasional https://t.co/iQkHN5U6b0 https://t.co/A9RM0jVwr4
2022-07-21,fun fact bumbu racik rendang=bumbu indomie rendang alasannya: sama-sama diproduksi Indofood
2022-07-21,@msaid_didu gagal begal Demokrat jadinya mau begal Indofood 
2022-07-21,sp 22/7 : 1. smra tlkm. 2. pnlf baja pnin tpia totl indf arci isat fren rmke cpin. 3. ssms
2022-07-21,@msaid_didu Kode Om biar bisa cair dari Indofood atau Sayap Mas itung2 jangkrik bos
2022-07-21,@panca66 padahal udah naek tahun ini rekor udah 4x naek dari pabrik indofood. padahal biasanya cuma sekali aja setiap tahun.
2022-07-21,@CNNIndonesia Merangkap jabatan menjadi jubir indofood 
2022-07-21,@jerseyliginabox Demi sebuah lambang indofood di dada
2022-07-21,@Boediantar4 freelance jadi kepala staf humas Indofood ya?
2022-07-21,Persib Persija Sleman Bali jeung Arema marake sponsor Indofood/Indomie. Sakalian we atuh Indofood Liga 1 Indonesia
2022-07-21,@tibonaccio Harga tepung Bogasari kepada ICBP harga spesial. Kompensasinya ICBP bayar royalti lisense ke INDF. Ya saling menguntungkan. 
2022-07-21,Makan siang masak sendiri tadi pagi sebelum ngantor (kecuali nasi). Menu siang ini: 1. Nasi putih 2. Kare pakai bumbu instan indofood (isi: ayam kentang wortel) 3. Bayam rebus 4. Timun Alhamdulillah https://t.co/hWLvzUGAio
2022-07-21,@CNNIndonesia Jadi jubirnya indofood sukses makmur sama wings kah? 
2022-07-22,RUPS $INDF sangat mengecewakan harapan investor retail agar DPR 50% balik ke angka pre-pandemic tidak dikabulkan oleh PSP.
2022-07-22,Indeks Bisnis-27 Ditutup Terkoreksi Saham INDF ASII PWON Turun https://t.co/cqAmfOE8uX
2022-07-22,Presdir Indofood.....?
2022-07-22,AKU KAMU MIE DAN INDONESIA https://t.co/Yw70sYhcqc dengan perasaan yang sama #indomie #indofood #Indonesia
2022-07-22,Gelorakan semangat bulan kemerdekaan! https://t.co/tBfqp8WIQw
2022-07-22,Usulan pembagian dividen $INDF senilai Rp278 per lembar pada RUPS Tahunan. Cum date: 3 Agustus 2022 Ex date: 4 Agustus 2022 Pembayaran dividen: 24 Agustus 2022 #CeritaRUPS https://t.co/DlgX1L9ycY
2022-07-22,@ipul_ipulll @MafiaWasit Sopo jenenge mbahe? Indofood?
2022-07-22,@Jerseyforum kayak indofood sekarang wkwk
2022-07-22,@SiaranBolaLive bagus tpi kurang ke atas dikit gak si Indofood nya
2022-07-22,please banget ya ini mah buat indofood sabtu depan kasih libur jangan di undur lagi tanggal merahnya
2022-07-22,@sendulucu Hai Bapak/Ibu terimakasih ya sudah memilih produk Indofood sebagai produk pilihan 
2022-07-22,@registaco Seandainya iklan d bawah n atas Indofood itu gag ada pasti bagus banget jerseynya.... Lw kek gini d kasihpun gag bakal saya pakek seperti papan iklan berjalan
2022-07-22,@SiaranBolaLive Indofood pasti sponsorship.... Harusnya itu aja yg di pasang.. Kebanyakan jelekk..... Bagus bagus desain ISL 2009
2022-07-22,INDF (BUY) Penutupan Kamis pada level 7175 (+1.06%) Tebentuk Boardening Patten berpeluang menguat Target Price 7600 Area beli terbaik pada range 7000-7100 Stoploss jika Closing dibawah Level 6800 #DailyTechnical #INDF #RekomendasiSahamMinDX https://t.co/vnOtdd9BCQ
2022-07-22,Mirae: IHSG Mixed Intip Rekomendasi INDF ICBP PLNF https://t.co/EbnLB5TEgg
2022-07-22,APA SIH SPONSORNYA BISA INDOFOOD AJA GA
2022-07-22,Jersey klub indonesia banyak ya yang berhiaskan indofood group 
2022-07-22,@Jerseyforum @KITmagazine_ @cultkits @Footy_Headlines Indomie dan indofood mendominasi sponsor utama jersey klub Liga1
2022-07-22,@Boediantar4 JUB1Rp indofood
2022-07-22,indofood mendominasi sponsor klub liga 1
2022-07-22,IHSG Berpeluang Rebound Rekomendasi Saham BMRI CPIN INDF https://t.co/t9mVq3pPQq
2022-07-22,@adiibojan Sepakat. Ini indofood sponsor buat lebih dari satu tim? Tempo hari liat jersey persib ada logo indofood juga.
2022-07-22,@registaco Kalo tulisan nya cuma sampe Indofood doang sih keren banget min.
